    4. book series: 6
"
c9b1e20,Eric Brasil,2022-08-11,"Criação do README.md","Criação do readme para a pasta referente ao levantamento bibliográfico
"
66783db,Eric Brasil,2022-08-10,"Merge pull request #8 from ericbrasiln/ericdhlab/issue6","Ericdhlab/issue6"
4ad6538,Eric Brasil,2022-08-10,"Estruturar pontos para estudo dos repos do PH Fixes #6",""
7466939,Eric Brasil,2022-08-04,"Criação da pasta com dados relativos ao levantament bibliográfico","Nessa pasta foram inseridos arquivos .bib das buscas iniciais no scholar e scopus.
"
a250045,Eric Brasil,2022-08-04,"Criação do doc de estrutura de análise","Criação do documento relativo à elaboração da estrutura da análise.
"
bef4680,Eric Brasil,2022-08-01,"Merge pull request #5 from ericbrasiln/ericdhlab/issue1","Ericdhlab/issue1and2"
ebc416c,Eric Brasil,2022-08-01,"Organizar repositório Fixes #1 e Incluir documentos da capacitação #2",""
8cd6ab1,Eric Brasil,2022-08-01,"Organizar repositório Fixes #1",""
5a7e747,Eric Brasil,2022-08-01,"Merge pull request #4 from ericbrasiln/pr-template","Create PULL_REQUEST_TEMPLATE"
c05f09e,Eric Brasil,2022-08-01,"Merge pull request #3 from ericbrasiln/issue-template","Update issue templates"
0a741e0,Eric Brasil,2022-08-01,"Create PULL_REQUEST_TEMPLATE","Criação do template padrão para criação de PR"
5505d8d,Eric Brasil,2022-08-01,"Update issue templates","Criação do template padrão de issues"
a93e12a,Eric Brasil,2022-07-20,"Initial commit",""
